person_id,home_ownership_id,loan_intent_id,loan_grade_id,loan_status_id,loan_amnt,loan_int_rate,loan_percent_income
2947,2,1,2,2,7200,11.11,0.21
2948,1,3,4,2,3050,7.49,0.13
2949,1,1,2,1,3075,10.37,0.26
2950,1,2,2,2,3075,10.59,0.1
2951,3,3,4,2,8000,5.42,0.23
2952,3,3,2,2,1500,9.63,0.04
2953,1,3,2,2,3075,10.99,0.07
2954,2,3,6,1,10000,18.62,0.34
2955,1,3,2,2,3100,11.71,0.15
2956,3,5,4,2,3800,6.54,0.11
2957,1,1,3,2,3125,12.61,0.15
2958,3,5,2,2,2500,9.25,0.07
2959,1,5,2,1,3150,10.99,0.21
2960,1,2,4,2,3150,5.79,0.07
2961,3,2,4,2,8000,5.79,0.23
2962,2,4,2,2,3600,9.99,0.1
2963,3,1,4,1,12000,5.42,0.41
2964,1,2,2,2,3150,6.0,0.03
2965,1,2,4,2,3175,6.03,0.11
2966,1,1,4,1,3200,5.99,0.27
2967,3,3,2,2,7775,0.0,0.22
2968,1,4,2,1,3200,11.49,0.27
2969,1,3,2,1,3200,12.21,0.21
2970,1,4,5,1,3200,17.93,0.21
2971,1,6,4,1,3200,9.32,0.2
2972,1,1,4,1,3200,8.49,0.18
2973,3,3,3,2,3500,0.0,0.1
2974,1,5,4,1,3200,0.0,0.18
2975,3,1,4,1,6000,7.88,0.21
2976,3,6,4,2,13650,7.51,0.39
2977,1,2,1,1,3200,15.28,0.17
2978,1,1,4,2,3200,7.14,0.16
2979,1,4,5,1,3200,16.0,0.16
2980,1,2,1,2,3200,14.84,0.15
2981,1,3,2,2,3200,12.69,0.15
2982,1,6,3,2,3200,14.79,0.14
2983,3,2,2,2,8000,11.86,0.23
2984,1,6,3,2,3200,13.57,0.13
2985,3,4,4,2,6000,7.51,0.17
2986,1,6,3,1,3200,13.11,0.13
2987,1,4,2,2,3200,12.21,0.12
2988,1,2,2,2,3200,10.59,0.11
2989,1,1,4,2,3200,0.0,0.11
2990,1,3,3,2,3200,13.99,0.11
2991,1,6,2,2,3200,0.0,0.11
2992,1,3,2,2,3200,11.14,0.11
2993,1,3,4,2,3200,8.0,0.11
2994,3,3,4,2,2950,0.0,0.08
2995,1,2,2,2,3200,11.49,0.1
2996,1,2,3,2,3200,13.49,0.1
2997,1,4,2,2,3200,11.99,0.1
2998,1,1,2,2,3200,10.2,0.1
2999,1,3,4,2,3200,5.42,0.1
3000,3,1,2,1,1450,0.0,0.05
3001,1,5,1,1,3200,17.49,0.11
3002,3,4,4,2,3000,6.76,0.09
3003,1,6,1,1,3200,15.62,0.11
3004,1,6,2,1,3200,10.37,0.1
3005,1,2,3,2,3200,13.04,0.09
3006,1,1,3,2,3200,13.49,0.08
3007,1,5,3,1,3200,12.99,0.1
3008,1,1,4,2,3200,9.63,0.08
3009,1,2,4,2,3200,7.49,0.08
3010,1,2,3,2,3200,14.35,0.07
3011,1,3,4,2,3200,8.0,0.07
3012,1,1,2,2,3200,0.0,0.07
3013,1,1,4,2,3200,6.54,0.07
3014,3,2,3,2,7500,13.92,0.21
3015,1,4,4,2,3200,7.37,0.07
3016,3,5,2,1,11200,11.14,0.39
3017,1,3,1,1,3200,15.7,0.08
3018,1,3,3,2,3200,13.48,0.07
3019,1,4,4,2,3200,8.49,0.06
3020,1,2,2,2,3200,10.99,0.06
3021,3,2,2,2,8400,12.18,0.24
3022,1,2,6,1,3200,0.0,0.07
3023,1,6,2,2,3200,11.83,0.06
3024,3,2,6,2,15000,18.43,0.43
3025,4,1,2,1,12800,11.83,0.37
3026,1,2,4,2,3200,8.49,0.06
3027,3,2,2,2,3500,11.48,0.1
3028,1,4,3,2,3200,14.35,0.06
3029,1,3,2,2,3200,11.71,0.05
3030,1,5,1,1,3200,16.49,0.06
3031,1,6,4,2,3200,7.14,0.05
3032,1,1,2,2,3200,9.91,0.05
3033,3,2,1,2,5000,14.42,0.14
3034,1,6,2,2,3200,11.71,0.05
3035,3,1,1,2,13000,14.74,0.37
3036,1,3,3,1,3200,13.8,0.05
3037,1,5,2,2,3200,9.99,0.05
3038,1,1,3,2,3200,13.92,0.04
3039,1,2,3,2,3200,10.28,0.04
3040,2,4,5,2,3500,16.0,0.1
3041,3,1,2,2,6000,12.21,0.17
3042,1,5,3,2,3200,12.99,0.04
3043,1,5,4,2,3200,6.99,0.04
3044,1,2,2,1,3200,10.99,0.04
3045,1,1,2,2,3200,10.25,0.04
3046,1,5,1,1,3200,14.59,0.04
3047,3,3,4,2,4950,7.68,0.14
3048,4,6,2,1,7500,10.08,0.26
3049,3,1,3,2,7500,11.34,0.21
3050,1,4,3,1,3250,0.0,0.32
3051,1,5,2,1,3250,9.99,0.27
3052,3,4,4,2,800,7.37,0.02
3053,1,1,1,1,3250,16.29,0.23
3054,1,4,2,1,3250,12.42,0.2
3055,1,6,4,1,3250,6.91,0.19
3056,1,1,3,1,3250,0.0,0.18
3057,1,4,3,1,3250,13.22,0.18
3058,3,5,1,2,5400,12.17,0.15
3059,2,4,4,2,3000,7.9,0.09
3060,1,3,3,1,3250,14.26,0.16
3061,1,2,1,2,3250,13.67,0.13
3062,2,4,2,2,9000,10.0,0.26
3063,1,5,1,1,3250,14.59,0.12
3064,3,2,4,2,7000,5.42,0.2
3065,2,4,2,2,1500,9.62,0.04
3066,1,6,4,2,3250,5.42,0.11
3067,1,2,4,2,3250,6.54,0.09
3068,1,6,4,1,3250,8.94,0.08
3069,2,2,1,2,3000,15.58,0.09
3070,3,2,5,1,7400,17.56,0.26
3071,3,1,4,2,9600,7.88,0.27
3072,2,6,1,2,8000,14.96,0.23
3073,1,4,4,2,3300,8.49,0.11
3074,2,3,4,2,10000,7.51,0.29
3075,1,4,3,2,3300,12.99,0.1
3076,1,3,1,2,3300,15.65,0.1
3077,3,4,4,2,3600,8.0,0.1
3078,1,4,3,2,3300,14.65,0.05
3079,1,1,3,2,3300,0.0,0.05
3080,1,4,2,2,3300,11.71,0.04
3081,4,3,4,1,18225,9.63,0.52
3082,1,4,2,2,3325,11.49,0.09
3083,3,4,2,2,8400,10.39,0.24
3084,1,6,3,2,3350,14.72,0.11
3085,1,1,4,2,3350,7.9,0.09
3086,1,1,4,2,3350,0.0,0.04
3087,1,4,3,2,3375,13.49,0.1
3088,1,3,2,1,3400,0.0,0.31
3089,1,3,4,2,3400,7.51,0.14
3090,1,2,4,2,3400,8.94,0.12
3091,3,6,2,2,1000,0.0,0.03
3092,1,5,1,1,3400,15.62,0.12
3093,1,4,4,2,3400,6.92,0.09
3094,1,5,6,1,3400,17.58,0.07
3095,3,2,3,1,12000,11.66,0.41
3096,3,2,4,2,2100,7.51,0.06
3097,1,5,1,2,3400,0.0,0.06
3098,1,6,4,2,3400,8.49,0.04
3099,3,2,4,2,6500,5.42,0.18
3100,3,1,2,1,8875,12.69,0.3
3101,3,2,4,2,9600,5.99,0.27
3102,1,3,2,1,3400,12.21,0.03
3103,3,2,1,2,12250,15.31,0.35
3104,3,3,4,2,10000,8.94,0.28
3105,1,5,2,1,3450,12.69,0.25
3106,1,5,2,1,3450,11.99,0.14
3107,1,2,1,1,3500,15.65,0.29
3108,3,6,4,2,5600,6.76,0.16
3109,1,3,4,1,3500,8.59,0.27
3110,1,4,2,1,3500,9.96,0.26
3111,1,1,1,1,3500,16.07,0.22
3112,3,3,2,1,12000,11.83,0.41
3113,1,2,1,1,3500,0.0,0.2
3114,3,3,4,1,12000,9.32,0.41
3115,1,4,3,1,3500,13.48,0.19
3116,1,3,3,1,3500,13.35,0.19
3117,1,3,4,1,3500,7.88,0.18
3118,1,2,3,2,3500,13.11,0.17
3119,1,4,3,2,3500,10.28,0.17
3120,3,2,4,2,9000,7.49,0.25
3121,3,6,4,2,14500,0.0,0.41
3122,1,4,4,2,3500,6.99,0.17
3123,3,2,3,2,4000,12.53,0.11
3124,3,3,3,2,3000,11.28,0.08
3125,1,3,1,1,3500,0.0,0.16
3126,1,6,4,2,3500,7.51,0.16
3127,1,6,1,1,3500,16.49,0.16
3128,3,6,4,1,5775,5.42,0.2
3129,1,6,2,2,3500,10.37,0.15
3130,3,6,3,2,10000,13.49,0.28
3131,1,5,1,1,3500,15.65,0.15
3132,3,2,4,2,8700,7.51,0.24
3133,1,4,2,2,3500,10.71,0.15
3134,1,4,2,2,3500,9.99,0.14
3135,3,1,3,2,6000,15.27,0.17
3136,1,6,4,2,3500,6.91,0.13
3137,1,2,3,2,3500,15.27,0.13
3138,1,6,4,1,3500,8.49,0.13
3139,3,2,3,2,11625,13.49,0.32
3140,1,4,2,2,3500,10.99,0.13
3141,1,4,4,2,3500,0.0,0.12
3142,3,2,2,2,11300,12.69,0.31
3143,1,1,4,2,3500,7.9,0.12
3144,1,3,4,2,3500,5.99,0.12
3145,1,4,3,1,3500,14.22,0.12
3146,1,3,3,2,3500,13.92,0.12
3147,3,1,4,2,18500,7.9,0.51
3148,1,4,2,2,3500,0.0,0.12
3149,1,4,4,2,3500,0.0,0.12
3150,1,3,4,2,3500,6.92,0.11
3151,3,4,2,2,5200,9.91,0.14
3152,1,3,2,2,3500,11.71,0.11
3153,1,4,2,2,3500,10.25,0.11
3154,1,6,3,2,3500,14.27,0.1
3155,3,3,2,2,12000,11.71,0.33
3156,3,3,4,2,5100,8.9,0.14
3157,1,3,3,2,3500,12.84,0.1
3158,1,2,4,2,3500,6.99,0.1
3159,1,3,2,2,3500,9.62,0.1
3160,3,4,4,2,5600,7.9,0.16
3161,1,1,2,2,3500,11.58,0.1
3162,1,6,3,2,3500,12.53,0.1
3163,1,2,4,2,3500,5.79,0.1
3164,1,2,2,2,3500,10.99,0.1
3165,1,4,4,2,3500,6.62,0.1
3166,3,3,2,2,1000,12.42,0.03
3167,3,2,4,2,5250,0.0,0.15
3168,1,3,2,1,3500,11.49,0.12
3169,1,4,2,2,3500,10.59,0.09
3170,3,1,4,2,5175,6.03,0.14
3171,1,2,3,2,3500,13.99,0.09
3172,1,3,2,2,3500,9.91,0.09
3173,1,4,4,2,3500,5.42,0.09
3174,1,2,4,2,3500,7.9,0.09
3175,1,4,2,2,3500,11.99,0.09
3176,1,1,3,2,3500,13.23,0.09
3177,1,4,2,2,3500,0.0,0.09
3178,3,1,1,2,3600,16.77,0.1
3179,3,6,4,1,8000,6.62,0.27
3180,1,2,2,2,3500,10.75,0.09
3181,2,1,2,2,8000,10.65,0.22
3182,1,4,4,2,3500,5.42,0.08
3183,3,6,2,1,4800,10.65,0.16
3184,1,1,2,2,3500,10.74,0.08
3185,1,6,2,2,3500,10.37,0.08
3186,3,3,4,2,7275,6.03,0.2
3187,3,5,4,2,14775,6.62,0.41
3188,1,1,4,2,3500,0.0,0.08
3189,3,1,4,2,4000,0.0,0.11
3190,1,2,3,2,3500,12.61,0.08
3191,1,2,2,2,3500,11.86,0.08
3192,3,3,2,2,1000,9.99,0.03
3193,1,2,2,2,3500,12.69,0.08
3194,1,2,2,2,3500,10.59,0.08
3195,1,2,2,1,3500,11.86,0.09
3196,1,3,2,2,3500,12.53,0.08
3197,3,5,4,1,12000,5.99,0.4
3198,1,3,2,2,3500,9.99,0.07
3199,2,3,4,2,8400,5.99,0.23
3200,3,3,1,1,10000,15.99,0.33
3201,3,3,4,2,5600,7.49,0.16
3202,3,1,4,2,7000,7.49,0.19
3203,1,6,2,2,3500,12.69,0.07
3204,1,6,3,2,3500,13.98,0.07
3205,1,6,3,2,3500,13.16,0.07
3206,3,2,2,2,2000,11.49,0.06
3207,1,4,4,2,3500,8.0,0.07
3208,1,4,2,2,3500,0.0,0.07
3209,3,2,2,2,12375,0.0,0.34
3210,1,4,4,2,3500,7.14,0.07
3211,1,1,2,2,3500,9.62,0.07
3212,3,2,2,2,11000,0.0,0.31
3213,1,1,2,1,3500,12.21,0.08
3214,1,6,4,2,3500,7.68,0.07
3215,1,2,3,2,3500,12.23,0.07
3216,3,1,3,2,14000,12.99,0.39
3217,1,5,2,2,3500,9.25,0.06
3218,3,1,4,2,2800,6.99,0.08
3219,3,5,3,1,13250,13.99,0.44
3220,1,6,2,2,3500,8.88,0.06
3221,1,3,2,2,3500,9.99,0.06
3222,1,6,3,2,3500,0.0,0.06
3223,1,2,3,2,3500,12.61,0.06
3224,1,6,1,1,3500,13.24,0.07
3225,1,5,4,2,3500,8.59,0.06
3226,1,3,4,2,3500,8.9,0.06
3227,1,4,4,2,3500,5.42,0.06
3228,3,6,4,2,5975,7.42,0.17
3229,1,2,2,2,3500,11.86,0.06
3230,2,2,4,2,6500,5.42,0.18
3231,3,1,4,2,7200,5.42,0.2
3232,3,6,4,2,4000,5.99,0.11
3233,3,3,4,2,5300,7.49,0.15
3234,1,6,1,1,3500,15.62,0.06
3235,3,3,4,2,3500,0.0,0.1
3236,1,2,2,2,3500,9.63,0.05
3237,1,2,4,2,3500,7.74,0.05
3238,1,3,1,1,3500,15.65,0.06
3239,3,6,2,2,6400,11.49,0.18
3240,3,5,4,1,6725,6.99,0.22
3241,1,2,2,2,3500,0.0,0.05
3242,3,1,3,2,5000,14.79,0.14
3243,3,1,3,2,3500,13.06,0.1
3244,1,2,4,2,3500,5.42,0.05
3245,1,6,3,1,3500,14.72,0.05
3246,1,2,3,2,3500,12.87,0.05
3247,1,6,1,1,3500,15.28,0.05
3248,1,2,4,2,3500,7.29,0.05
3249,1,2,2,2,3500,11.11,0.05
3250,1,2,4,2,3500,7.29,0.05
3251,1,6,4,2,3500,7.9,0.05
3252,1,4,2,2,3500,9.96,0.04
3253,1,2,2,2,3500,10.75,0.04
3254,1,5,3,2,3500,0.0,0.04
3255,1,6,2,1,3500,11.83,0.04
3256,3,6,2,2,7000,11.11,0.19
3257,3,3,4,2,4000,5.42,0.11
3258,1,3,2,2,3500,11.49,0.04
3259,1,6,4,2,3500,8.07,0.04
3260,1,2,3,2,3500,13.99,0.03
3261,1,3,4,2,3525,6.62,0.14
3262,3,2,4,2,12000,7.29,0.33
3263,1,4,1,2,3525,14.59,0.1
3264,1,3,4,2,3575,0.0,0.08
3265,1,4,3,1,3600,12.23,0.33
3266,2,2,4,2,11000,5.42,0.31
3267,1,6,2,1,3600,9.62,0.3
3268,1,6,4,1,3600,8.32,0.3
3269,2,2,2,2,7500,9.63,0.21
3270,3,4,4,2,9000,5.42,0.25
3271,3,5,4,1,2200,0.0,0.07
3272,3,1,4,2,2000,0.0,0.06
3273,1,1,1,1,3600,15.95,0.24
3274,3,4,2,2,12000,10.74,0.33
3275,1,3,2,1,3600,0.0,0.2
3276,1,5,4,1,3600,6.91,0.2
3277,1,2,4,1,3600,8.9,0.19
3278,1,3,2,2,3600,11.71,0.18
3279,1,1,2,2,3600,10.99,0.17
3280,1,6,4,1,3600,6.62,0.15
3281,3,4,3,2,4800,13.06,0.13
3282,1,2,2,2,3600,11.99,0.15
3283,1,3,1,1,3600,14.96,0.15
3284,1,2,1,1,3600,16.49,0.15
3285,1,3,1,1,3600,14.09,0.14
3286,1,6,3,2,3600,14.27,0.14
3287,1,3,1,1,3600,15.99,0.12
3288,1,1,4,2,3600,5.99,0.12
3289,1,1,4,2,3600,7.49,0.12
3290,1,6,2,2,3600,10.99,0.12
3291,1,4,4,2,3600,8.49,0.12
3292,3,4,2,2,7750,9.99,0.22
3293,3,6,3,2,15800,13.72,0.44
3294,1,1,3,2,3600,14.17,0.12
3295,1,4,4,2,3600,6.17,0.12
3296,3,6,4,2,1800,6.17,0.05
3297,3,1,4,2,4800,6.91,0.13
3298,1,4,2,2,3600,12.21,0.12
3299,1,2,2,2,3600,9.7,0.12
3300,3,6,4,2,10000,5.42,0.28
3301,1,4,2,2,3600,12.69,0.12
3302,2,4,4,2,1800,6.54,0.05
3303,1,6,4,2,3600,8.9,0.12
3304,2,3,3,2,14600,12.61,0.41
3305,2,2,2,2,6000,8.88,0.17
3306,1,1,4,2,3600,7.51,0.11
3307,1,3,4,2,3600,7.49,0.11
3308,1,1,4,2,3600,9.63,0.11
3309,1,3,2,1,3600,10.0,0.11
3310,1,1,2,2,3600,11.83,0.1
3311,3,1,4,2,12000,7.51,0.33
3312,1,2,3,2,3600,15.23,0.1
3313,1,2,3,2,3600,12.99,0.1
3314,3,1,4,2,6000,7.88,0.17
3315,1,1,4,2,3600,5.99,0.1
3316,1,6,4,2,3600,7.29,0.1
3317,3,1,2,2,10000,10.75,0.28
3318,3,3,1,1,4000,16.32,0.13
3319,1,2,2,2,3600,12.42,0.1
3320,2,4,4,2,18000,7.88,0.5
3321,1,6,2,2,3600,12.69,0.09
3322,1,6,3,2,3600,13.61,0.09
3323,3,4,4,2,3250,6.39,0.09
3324,3,3,3,2,8000,13.61,0.22
3325,2,2,1,2,12000,15.21,0.33
3326,3,1,1,2,1400,14.84,0.04
3327,3,1,4,2,4000,6.76,0.11
3328,1,5,1,1,3600,16.02,0.11
3329,1,6,3,2,3600,15.96,0.09
3330,3,3,4,2,4500,7.51,0.13
3331,1,3,3,2,3600,13.49,0.09
3332,3,4,5,2,4800,17.93,0.13
3333,1,3,4,2,3600,5.42,0.09
3334,3,5,4,2,5400,7.51,0.15
3335,3,6,4,2,9000,7.14,0.25
3336,3,4,2,2,4800,10.38,0.13
3337,1,2,2,2,3600,10.59,0.09
3338,2,2,4,2,8500,7.51,0.24
3339,1,1,4,2,3600,6.17,0.09
3340,1,6,2,2,3600,11.12,0.09
3341,3,4,4,2,7500,7.14,0.21
3342,3,4,2,2,5000,0.0,0.14
3343,3,2,4,2,6000,7.51,0.17
3344,1,4,3,2,3600,14.72,0.09
3345,2,4,2,2,15000,11.36,0.42
3346,1,2,4,2,11000,6.62,0.3
3347,1,4,2,2,11000,0.0,0.29
3348,1,2,2,2,11000,11.86,0.29
3349,3,4,1,2,2000,14.96,0.06
3350,2,1,2,2,15000,10.25,0.42
3351,1,6,3,2,11000,12.68,0.28
3352,1,3,4,2,11000,0.0,0.28
3353,1,1,4,2,11000,5.42,0.28
3354,1,1,4,2,11000,5.79,0.28
3355,1,5,1,1,11000,15.99,0.32
3356,1,6,2,2,11000,12.18,0.27
3357,1,4,1,2,11000,15.28,0.27
3358,3,1,2,2,10000,9.88,0.28
3359,3,6,3,2,7000,12.73,0.19
3360,3,2,4,2,10000,7.14,0.28
3361,1,2,5,2,11000,17.19,0.26
3362,1,1,2,2,11000,11.71,0.26
3363,1,5,2,1,11000,10.37,0.31
3364,1,4,3,1,11000,13.11,0.31
3365,2,2,3,2,8800,13.85,0.24
3366,3,5,3,1,10000,14.22,0.33
3367,1,2,4,2,11000,8.94,0.26
3368,1,3,4,2,11000,6.99,0.24
3369,1,6,4,2,11000,6.99,0.24
3370,1,6,2,2,11000,9.25,0.24
3371,2,4,3,2,5000,12.87,0.14
3372,3,3,3,2,5400,14.26,0.15
3373,1,3,2,2,11000,9.88,0.24
3374,1,1,1,2,11000,14.61,0.24
3375,2,2,1,2,5000,14.61,0.14
3376,1,6,2,2,11000,10.99,0.24
3377,1,2,2,2,11000,10.59,0.24
3378,3,1,2,2,4750,11.83,0.13
3379,1,1,4,2,11000,7.49,0.24
3380,1,4,2,2,11000,11.14,0.23
3381,1,3,4,2,11000,7.51,0.23
3382,3,4,1,1,9500,15.31,0.32
3383,1,2,2,2,11000,10.75,0.23
3384,1,2,4,2,11000,7.88,0.22
3385,1,4,3,2,11000,13.22,0.22
3386,1,3,4,2,11000,0.0,0.22
3387,1,2,3,2,11000,13.49,0.22
3388,3,6,3,2,3000,13.22,0.08
3389,1,2,2,2,11000,10.0,0.22
3390,1,2,2,2,11000,12.53,0.22
3391,1,6,1,1,11000,15.31,0.25
3392,1,2,3,2,11000,13.11,0.22
3393,3,3,2,2,6000,12.53,0.17
3394,3,6,4,2,6350,8.94,0.18
3395,1,3,1,1,11000,16.29,0.24
3396,1,2,2,2,11000,10.37,0.21
3397,1,5,4,2,11000,5.79,0.21
3398,3,3,3,1,10000,13.79,0.33
3399,1,3,3,2,11000,0.0,0.2
3400,3,5,4,1,1000,9.32,0.03
3401,1,6,4,2,11000,7.49,0.2
3402,3,6,4,2,8000,9.32,0.22
3403,1,1,2,2,11000,9.91,0.19
3404,1,2,2,2,11000,10.74,0.19
3405,3,5,4,2,6400,9.38,0.18
3406,1,2,3,2,11000,14.22,0.18
3407,3,6,4,2,10000,8.32,0.28
3408,1,5,4,2,11000,7.51,0.17
3409,3,1,2,2,18000,10.39,0.5
3410,3,5,3,2,6000,12.29,0.17
3411,3,2,2,2,8000,9.83,0.22
3412,1,6,2,2,11000,11.86,0.16
3413,1,5,4,2,11000,6.62,0.16
3414,1,4,2,2,11000,12.42,0.15
3415,1,5,3,2,11000,12.53,0.14
3416,1,1,2,2,11000,0.0,0.13
3417,1,3,4,2,11000,6.91,0.13
3418,1,3,2,2,11000,11.58,0.13
3419,1,2,2,2,11000,11.14,0.12
3420,3,1,2,2,9250,10.08,0.26
3421,1,6,4,2,11000,5.42,0.11
3422,3,1,2,1,10000,9.76,0.33
3423,1,4,4,2,11000,8.94,0.09
3424,3,5,3,1,7550,13.22,0.25
3425,3,4,4,2,9000,6.99,0.25
3426,3,3,2,1,5000,10.0,0.17
3427,1,6,2,2,11000,12.18,0.09
3428,1,3,3,2,11000,12.98,0.09
3429,3,2,2,2,5500,11.12,0.15
3430,1,4,4,2,10950,6.91,0.23
3431,3,4,3,1,9950,15.27,0.33
3432,1,1,1,2,10900,15.65,0.18
3433,1,5,3,1,10875,12.84,0.31
3434,3,4,3,2,11000,12.29,0.3
3435,1,2,3,1,10800,12.23,0.33
3436,1,1,1,1,10800,14.42,0.32
3437,1,4,2,2,10800,8.88,0.3
3438,1,1,2,1,10800,11.12,0.32
3439,3,4,2,2,2500,10.37,0.07
3440,1,6,4,2,10800,6.92,0.27
3441,1,4,4,2,10800,5.42,0.25
3442,1,3,4,2,10800,6.17,0.24
3443,1,4,3,2,10800,13.16,0.23
3444,3,3,1,1,3000,14.96,0.1
3445,3,6,4,2,3200,9.63,0.09
3446,3,2,3,2,7000,13.16,0.19
3447,1,1,3,1,10800,13.99,0.26
3448,3,3,1,1,3000,14.46,0.1
3449,3,6,2,2,10000,10.65,0.27
3450,3,6,4,2,9950,7.29,0.27
3451,1,4,2,2,10800,10.75,0.22
3452,3,3,4,2,5000,6.03,0.14
3453,3,6,2,2,7125,9.91,0.19
3454,1,1,5,1,10800,18.79,0.24
3455,1,3,2,2,10800,8.88,0.2
3456,1,4,3,2,10800,13.57,0.2
3457,3,3,4,1,5500,8.49,0.18
3458,3,2,4,2,12400,7.51,0.34
3459,1,2,3,2,10800,13.22,0.19
3460,1,5,1,1,10800,16.77,0.19
3461,1,4,2,2,10800,10.74,0.16
3462,3,2,2,2,6000,9.99,0.16
3463,1,3,4,2,10800,7.88,0.15
3464,1,5,4,1,10800,7.51,0.16
3465,1,3,1,1,10800,16.29,0.16
3466,3,4,3,2,10000,12.22,0.27
3467,1,3,2,2,10800,9.62,0.14
3468,1,3,1,1,10800,15.65,0.15
3469,1,1,3,2,10800,14.65,0.09
3470,2,3,4,2,10000,7.51,0.27
3471,1,6,1,1,10775,15.37,0.52
3472,1,2,2,1,10775,10.65,0.36
3473,3,1,1,2,7800,0.0,0.21
3474,1,5,1,1,10750,15.2,0.45
3475,1,5,1,1,10750,14.11,0.36
3476,1,4,3,1,10750,12.68,0.36
3477,1,6,3,1,10750,0.0,0.32
3478,1,4,5,2,10750,16.0,0.3
3479,2,2,4,2,6000,8.9,0.16
3480,1,5,1,1,10750,14.59,0.28
3481,1,1,4,1,10700,6.03,0.33
3482,1,2,4,2,10700,9.63,0.22
3483,1,5,3,1,10700,0.0,0.2
3484,3,1,2,2,6400,11.71,0.17
3485,1,2,2,2,10700,12.42,0.16
3486,2,4,3,2,10000,15.96,0.27
3487,3,3,2,2,3600,11.71,0.1
3488,1,1,2,1,10625,0.0,0.63
3489,3,4,3,2,2000,14.27,0.05
3490,1,3,4,1,10625,6.03,0.44
3491,3,2,2,2,8400,10.99,0.23
3492,3,5,1,2,7000,15.62,0.19
3493,1,2,2,1,10625,11.71,0.42
3494,3,3,4,2,15000,8.49,0.41
3495,1,4,2,1,10625,11.71,0.35
3496,1,6,4,1,10625,6.99,0.35
3497,1,2,4,1,10625,6.92,0.35
3498,3,3,4,2,6075,5.99,0.16
3499,1,5,4,2,10625,8.49,0.17
3500,1,3,3,1,10600,12.99,0.34
3501,1,2,3,1,10600,11.97,0.32
3502,1,1,3,2,10600,13.16,0.25
3503,1,3,1,1,10600,14.91,0.18
3504,3,3,4,2,4000,0.0,0.11
3505,1,2,2,2,10600,10.99,0.14
3506,1,1,2,2,10600,12.18,0.11
3507,3,3,2,2,2500,10.37,0.07
3508,1,4,1,1,10500,16.29,0.35
3509,3,6,4,2,15000,6.54,0.41
3510,1,3,3,1,10500,13.35,0.34
3511,1,2,2,1,10500,9.99,0.36
3512,1,6,4,2,10500,7.29,0.3
3513,3,6,4,2,13000,7.88,0.35
3514,1,6,2,2,10500,10.74,0.29
3515,1,3,1,2,10500,0.0,0.28
3516,1,1,6,2,10500,0.0,0.27
3517,1,2,4,1,10500,8.49,0.3
3518,1,2,4,2,10500,8.49,0.25
3519,1,4,2,2,10500,10.36,0.24
3520,1,1,4,2,10500,6.99,0.23
3521,3,4,2,2,10000,10.99,0.27
3522,1,5,4,1,10500,9.38,0.21
3523,1,1,2,2,10500,11.48,0.18
3524,1,4,4,2,10500,6.92,0.12
3525,1,3,3,2,10450,13.57,0.24
3526,3,4,4,2,10400,8.94,0.28
3527,3,2,4,2,10000,7.74,0.27
3528,4,2,2,2,5000,11.58,0.14
3529,1,1,5,2,10400,0.0,0.3
3530,1,2,4,2,10400,7.66,0.28
3531,1,3,1,1,10400,14.84,0.32
3532,1,2,2,2,10400,9.91,0.26
3533,3,2,2,2,7500,10.95,0.2
3534,1,1,4,2,10400,9.32,0.25
3535,1,1,2,2,10400,12.53,0.25
3536,3,3,2,2,25000,10.08,0.68
3537,1,6,2,2,10400,11.49,0.25
3538,1,1,3,2,10400,13.49,0.24
3539,1,6,2,2,10400,12.69,0.24
3540,1,6,4,2,10400,0.0,0.2
3541,1,1,3,2,10400,11.66,0.18
3542,1,2,3,2,10400,13.49,0.18
3543,1,4,1,2,10400,14.91,0.17
3544,1,3,1,1,10400,16.29,0.18
3545,1,4,2,2,10400,12.21,0.12
3546,3,2,2,2,10000,9.91,0.27
3547,1,6,3,1,10375,14.27,0.29
3548,1,2,1,1,10325,12.92,0.16
3549,1,1,4,1,10300,8.94,0.34
3550,1,2,2,2,10300,10.59,0.23
3551,1,1,2,2,10300,9.91,0.06
3552,1,5,4,2,10250,7.29,0.19
3553,1,5,4,2,10250,6.62,0.17
3554,1,6,5,1,10250,14.38,0.16
3555,3,1,4,2,13000,6.91,0.35
3556,3,1,2,2,6000,10.36,0.16
3557,1,4,1,2,10200,0.0,0.29
3558,1,1,2,2,10200,12.69,0.28
3559,1,1,4,2,3600,7.37,0.09
3560,1,4,4,2,3600,7.37,0.08
3561,1,4,4,2,3600,6.03,0.08
3562,1,2,2,2,3600,11.49,0.08
3563,1,3,4,2,3600,6.91,0.08
3564,1,6,1,1,3600,17.49,0.09
3565,1,6,1,1,3600,16.77,0.09
3566,3,1,2,2,8400,9.99,0.23
3567,3,2,3,2,3200,12.68,0.09
3568,1,4,1,2,3600,16.02,0.07
3569,1,6,2,1,3600,0.0,0.08
3570,3,2,2,1,7000,10.36,0.22
3571,1,5,3,1,3600,13.43,0.08
3572,1,6,2,2,3600,11.36,0.07
3573,1,2,4,2,3600,7.88,0.07
3574,1,6,4,2,3600,7.49,0.07
3575,1,3,2,2,3600,12.42,0.07
3576,1,2,1,2,3600,16.77,0.07
3577,3,2,4,2,5600,6.92,0.15
3578,3,2,3,2,7125,13.99,0.19
3579,1,6,4,2,3600,8.9,0.07
